ID,Place (x),Knowledge (y),Action (z),ETName
3343,-0.125,0.0625,0.25,Earth Justice
3344,0.25,0.125,0.625,Science Policy
3345,0.0625,0.25,0.375,Science Policy
3346,-0.375,-0.4375,0.25,Ecospirituality
3347,0.1875,0.25,0.0625,Science for Humanity
3348,-0.375,-0.25,0.375,Earth Justice
3349,-0.375,-0.3125,0,Ecospirituality
3350,-0.25,-0.1875,0.25,Earth Justice
3351,-0.1875,-0.1875,0.4375,Earth Justice
3352,-0.4375,-0.25,0.9375,Earth Justice
3354,-0.0625,0.1875,-0.1875,Other
3355,-0.4375,0.3125,0.3125,Ecoscience
3356,-0.1875,-0.25,0.3125,Indigenous Justice
3358,-0.125,0.1875,0.625,Science Policy
3359,-0.25,0.0625,0.125,Earth Justice
3360,0.1875,0.5,0.3125,Science Policy
3361,-0.25,-0.375,0.5,Indigenous Justice
3362,0.0625,0.5,0.4375,Science Policy
3363,0.0625,0.5625,-0.3125,Science for Humanity
3364,-0.0625,-0.1875,0.6875,Indigenous Justice
3366,-0.4375,-0.0625,0.0625,Ecospirituality
3367,-0.25,-0.3125,0.375,Indigenous Justice
3373,-0.1875,0.1875,0.3125,Earth Justice
3383,0.0625,-0.0625,0.375,Indigenous Justice
3384,-0.3125,-0.0625,0.5,Earth Justice
3386,-0.3125,0,-0.25,Small Green Steps
3388,-0.125,0.3125,0.5625,Science Policy
3389,-0.1875,-0.375,0,Ecospirituality
3390,0.25,0.0625,0.75,Science Policy
3391,0.0625,0.25,0.25,Science Policy
3394,0.0625,0.125,0.125,Other
3400,-0.0625,0.125,0.0625,Other
3401,0.0625,0.1875,-0.0625,Other
3402,-0.75,0.125,-0.3125,Small Green Steps
3403,0.5,0.4375,0.8125,Science Policy
3407,-0.4375,-0.375,0.625,Earth Justice
3408,-0.3125,-0.125,0.25,Earth Justice
3409,0.4375,0.8125,0.25,Science for Humanity
3411,-0.0625,0.0625,0.375,Earth Justice
3412,-0.125,-0.1875,0.5625,Indigenous Justice
3414,-0.3125,0.1875,0.125,Ecoscience
3416,-0.5,-0.6875,0.9375,Indigenous Justice
3422,-0.5,-0.3125,-0.5,Small Green Steps
3429,0.4375,0.625,0.75,Science Policy
3430,0.1875,-0.1875,0.6875,Indigenous Justice
3434,-0.125,0.75,0.9375,Science Policy
3438,-0.25,-0.0625,0.1875,Earth Justice
3439,-0.4375,0.6875,0.375,Ecoscience
3442,-0.25,-0.3125,0.0625,Ecospirituality
3443,-0.1875,-0.125,-0.0625,Ecospirituality
3444,-0.1875,0.3125,-0.125,Ecoscience
3445,-0.4375,-0.25,0.3125,Earth Justice
3446,-0.125,0.3125,0.4375,Science Policy
3449,0,-0.25,0.5,Indigenous Justice
3451,-0.375,0,0.0625,Earth Justice
3452,0,-0.0625,-0.1875,Other
3453,0.125,-0.0625,0.0625,Other
3454,0,0.25,0,Other
3455,0,-0.0625,-0.375,Small Green Steps
3456,-0.25,-0.3125,-0.3125,Ecospirituality
3457,-0.25,0.125,-0.125,Ecoscience
3458,0.1875,0.1875,-0.125,Science for Humanity
3459,-0.25,-0.125,0.375,Earth Justice
3460,-0.3125,-0.25,0.125,Ecospirituality
3461,-0.0625,-0.1875,-0.5,Small Green Steps
3462,0.125,0,0.0625,Other
3463,-0.125,-0.125,0.625,Earth Justice
3464,-0.125,0.0625,-0.375,Small Green Steps
3465,-0.375,0.125,0.125,Ecoscience
3466,-0.25,0.375,-0.625,Small Green Steps
3467,-0.4375,0.0625,0,Ecoscience
3468,-0.25,-0.125,-0.1875,Small Green Steps
3470,-0.25,-0.3125,-0.1875,Ecospirituality
3471,-0.5,-0.1875,0.375,Earth Justice
3472,-0.3125,0.25,0.4375,Earth Justice
3473,-0.4375,0.375,0.9375,Earth Justice
3474,0.125,0.0625,-0.0625,Other
3475,-0.3125,-0.125,-0.125,Ecospirituality
3476,-0.3125,0.4375,0.3125,Ecoscience
3478,-0.625,-0.125,0.75,Earth Justice
3479,-0.125,0,-0.625,Small Green Steps
3480,0.125,0.125,-0.375,Other
3481,-0.125,0,-0.125,Other
3482,-0.1875,0.125,-0.25,Small Green Steps
3483,0.125,0,-0.0625,Other
3485,-0.0625,-0.0625,0,Other
3487,-0.0625,-0.0625,-0.25,Small Green Steps
3488,-0.125,0.0625,0.375,Earth Justice
3489,-0.0625,0.125,-0.0625,Other
3490,-0.25,-0.25,-0.5,Small Green Steps
3499,-0.375,0,0.8125,Earth Justice
3500,-0.1875,0.3125,-0.4375,Small Green Steps
3501,0,-0.125,-0.25,Other
3502,-0.1875,-0.0625,0.75,Earth Justice
3503,0,0,-0.1875,Other
3505,-0.1875,-0.1875,0.5,Earth Justice
3506,-0.25,0,0.5,Earth Justice
3507,-0.125,0.1875,-0.3125,Small Green Steps
3508,0.0625,0.0625,-0.3125,Other
3510,-0.1875,-0.375,-0.0625,Ecospirituality
3511,-0.375,0.25,0.75,Earth Justice
3512,-0.1875,0.1875,0.5625,Earth Justice
3513,-0.9375,-0.8125,0.0625,Ecospirituality
3516,0.1875,0.4375,0.0625,Science for Humanity
3517,-0.3125,0,0.6875,Earth Justice
3518,0,-0.25,0.125,Indigenous Justice
3520,-0.0625,-0.1875,0.25,Indigenous Justice
3521,0.125,-0.3125,0.8125,Indigenous Justice
3522,-0.3125,-0.0625,0,Ecospirituality
3523,-0.6875,-0.125,-0.125,Ecospirituality
3524,-0.625,-0.3125,-0.3125,Ecospirituality
3525,0.375,0.1875,-0.25,Science for Humanity
3528,0.4375,-0.125,0.875,Indigenous Justice
3529,-0.5,-0.5,0.9375,Earth Justice
3530,-0.6875,-0.125,0.25,Earth Justice
3531,0,0,-0.4375,Small Green Steps
3532,-0.125,0,-0.5625,Small Green Steps
3533,-0.5,-0.3125,0,Ecospirituality
3534,-0.6875,-0.5,0.125,Ecospirituality
3535,-0.3125,0.375,0.8125,Science Policy
3536,-0.25,0,-0.3125,Small Green Steps
3537,-0.375,0.3125,-0.25,Ecoscience
3538,-0.375,0.25,0.25,Ecoscience
3539,-0.375,0.1875,0,Ecoscience
3540,-0.25,0.3125,-0.0625,Ecoscience
3541,-0.5625,-0.75,0.4375,Ecospirituality
3542,-0.6875,-0.0625,0.0625,Ecospirituality
3543,-0.625,-0.0625,0.9375,Earth Justice
3544,-0.25,0.25,-0.5625,Small Green Steps
3545,0,-0.125,0.1875,Indigenous Justice
3546,-0.3125,0.3125,0.5,Earth Justice
3547,-0.5,0.125,0.6875,Earth Justice
3548,-0.5625,-0.0625,0.5625,Earth Justice
3549,-0.1875,0.3125,0.125,Ecoscience
3550,-0.0625,0.375,-0.0625,Ecoscience
3551,-0.1875,-0.25,-0.5,Small Green Steps
3552,-0.5,-0.0625,0.5625,Earth Justice
3553,-0.4375,-0.25,-0.1875,Ecospirituality
3554,-0.3125,-0.0625,-0.375,Small Green Steps
3555,-0.25,-0.25,-0.5625,Small Green Steps
3556,0,-0.3125,0.1875,Indigenous Justice
3557,-0.625,-0.0625,0.625,Earth Justice
3558,-0.3125,0.1875,0.5,Earth Justice
3559,-0.75,-0.5625,0.5625,Ecospirituality
3560,-0.5625,-0.4375,0.5625,Earth Justice
3561,-0.3125,-0.1875,0.25,Earth Justice
3562,-0.375,-0.375,0.4375,Earth Justice
3563,0.375,0.625,0.6875,Science Policy
3564,0,-0.375,0.9375,Indigenous Justice
3565,-0.3125,-0.5,0.4375,Indigenous Justice
3566,-0.375,0.0625,0.4375,Earth Justice
3567,-0.1875,-0.0625,0.0625,Other
3568,-0.5,-0.3125,0.3125,Ecospirituality
3569,-0.125,0.0625,-0.0625,Other
3570,-0.4375,-0.0625,0,Ecospirituality
3572,-0.1875,-0.1875,0.625,Earth Justice
3573,0.1875,-0.4375,0.6875,Indigenous Justice
3574,-0.0625,-0.125,0.875,Indigenous Justice
3575,0.0625,0.3125,0,Science for Humanity
3576,-0.625,-0.25,-0.5,Small Green Steps
3578,-0.25,0.5625,-0.0625,Ecoscience
3579,-0.4375,0.25,0.8125,Earth Justice
3580,-0.375,-0.375,0.0625,Ecospirituality
3581,-0.4375,-0.125,0.8125,Earth Justice
3582,-0.125,0.125,0.3125,Earth Justice
3583,-0.1875,0.75,0.25,Science Policy
3587,-0.1875,0.0625,0.5,Earth Justice
3588,-0.4375,0,0.625,Earth Justice
3590,0,0.1875,0.0625,Other
3591,-0.25,-0.4375,0.4375,Indigenous Justice
3592,0.0625,0.625,0.9375,Science Policy
3593,-0.25,0,0.0625,Earth Justice
3594,-0.375,0.0625,0.1875,Earth Justice
3595,-0.5625,0.1875,0.25,Earth Justice
3596,-0.6875,0,0.1875,Earth Justice
3597,0.1875,-0.125,0.375,Indigenous Justice
3598,-0.0625,0.3125,0.3125,Science Policy
3599,-0.375,0.125,0.5625,Earth Justice
3601,-0.3125,-0.0625,0.4375,Earth Justice
3602,-0.4375,-0.375,0.625,Earth Justice
3603,0,0.125,0.25,Science Policy
3606,-0.0625,-0.0625,0,Other
3607,-0.125,-0.0625,0.1875,Earth Justice
3608,-0.375,-0.125,0.75,Earth Justice
3610,-0.375,-0.1875,0.3125,Earth Justice
3611,-0.1875,0.25,0.6875,Science Policy
3612,-0.4375,-0.25,0.25,Ecospirituality
3613,-0.5,0.125,0.9375,Earth Justice
3616,-0.0625,0.4375,0.25,Science Policy
3618,0,0.0625,-0.1875,Other
3620,-0.4375,-0.0625,0.5625,Earth Justice
3621,0,-0.4375,0.625,Indigenous Justice
3622,-0.0625,0,-0.0625,Other
3623,-0.5625,-0.75,0.625,Indigenous Justice
3624,-0.5,0.0625,0.4375,Earth Justice
3625,-0.1875,0.0625,0.0625,Other
3631,-0.125,-0.4375,0.3125,Indigenous Justice
3632,-0.4375,0.0625,0.25,Earth Justice
3633,0.3125,0.1875,-0.25,Science for Humanity
3634,-0.125,-0.0625,0.5625,Earth Justice
3635,-0.1875,-0.3125,-0.3125,Ecospirituality
3636,-0.3125,-0.0625,0.3125,Earth Justice
3637,-0.0625,-0.375,0.1875,Indigenous Justice
3638,-0.625,-0.25,0.25,Ecospirituality
3639,-0.375,-0.125,0.3125,Earth Justice
3641,-0.3125,0.3125,0.5,Earth Justice
3642,-0.1875,-0.1875,0.5625,Earth Justice
3643,-0.25,0.125,0.5,Earth Justice
3644,0.25,0.125,-0.0625,Science for Humanity
3645,-0.0625,0.4375,-0.375,Ecoscience
3646,-0.4375,-0.4375,0.25,Ecospirituality
3647,-0.9375,0.3125,0,Ecoscience
3651,-0.375,-0.6875,-0.0625,Ecospirituality
3652,-0.625,-0.5,0.5,Ecospirituality
3655,-0.3125,0.125,0.5625,Earth Justice
3656,0,0,-0.125,Other
3657,-0.625,-0.5,0.0625,Ecospirituality
3658,-0.4375,0.1875,0.1875,Ecoscience
3660,-0.125,-0.125,0.4375,Earth Justice
3661,-0.5,-0.0625,0.4375,Earth Justice
3662,-0.125,0.25,0,Ecoscience
3663,-0.6875,0.625,0.5625,Ecoscience
3664,-0.5625,-0.4375,0.1875,Ecospirituality
3665,-0.3125,-0.0625,0.3125,Earth Justice
3666,-0.5,0.125,0.3125,Earth Justice
3667,-0.125,-0.3125,0.5625,Indigenous Justice
3669,-0.4375,-0.4375,0.0625,Ecospirituality
3673,-0.375,-0.0625,0.3125,Earth Justice
3674,-0.3125,0.375,0.3125,Ecoscience
3678,-0.125,0,0.1875,Earth Justice
3679,-0.3125,0.125,0.625,Earth Justice
3682,-0.4375,-0.3125,0.375,Earth Justice
3683,-0.5,-0.0625,0.6875,Earth Justice
3684,-0.3125,-0.6875,0.1875,Ecospirituality
3685,0.0625,-0.1875,0.5625,Indigenous Justice
3686,-0.125,-0.375,0.625,Indigenous Justice
3687,-0.125,-0.25,0.375,Indigenous Justice
3688,-0.375,-0.375,-0.5,Small Green Steps
3690,-0.5,0.25,0.4375,Earth Justice
3692,0,0.0625,0.25,Science Policy
3701,0.125,-0.4375,-0.0625,Indigenous Justice
3702,-0.375,-0.3125,-0.1875,Ecospirituality
3704,-0.375,-0.1875,0.25,Earth Justice
3708,-0.25,0.25,0.5625,Earth Justice
3713,-0.3125,-0.125,-0.0625,Ecospirituality
3722,-0.125,-0.0625,0.5,Earth Justice
3723,-0.6875,-0.125,0.1875,Earth Justice
3724,-0.25,0.25,0.3125,Earth Justice
3726,-0.1875,0,-0.125,Small Green Steps
3730,-0.5,-0.3125,0.625,Earth Justice
3731,-0.25,0.3125,0.6875,Science Policy
3732,-0.5625,0.0625,0.75,Earth Justice
3734,-0.1875,0.25,0.5,Science Policy
3735,-0.5625,0.125,0.3125,Earth Justice
3738,-0.375,0,0.1875,Earth Justice
3739,-0.3125,0.375,0.875,Science Policy
3740,-0.375,-0.6875,0.9375,Indigenous Justice
3741,0,-0.0625,0.75,Indigenous Justice
3742,-0.6875,-0.25,0.6875,Earth Justice
3743,-0.5,0.0625,0.3125,Earth Justice
3747,-0.6875,-0.375,0.25,Ecospirituality
3752,-0.5625,0.0625,0.25,Earth Justice
3757,-0.0625,0.125,0.75,Science Policy
3758,-0.3125,-0.625,0.6875,Indigenous Justice
3759,-0.1875,0.1875,0.25,Earth Justice
3761,0.0625,0,0.0625,Other
3762,-0.6875,-0.125,0.625,Earth Justice
3763,0.25,-0.6875,1,Indigenous Justice
3764,-0.3125,-0.25,0.4375,Earth Justice
3765,-0.5,-0.1875,-0.3125,Small Green Steps
3766,-0.125,0.25,0.0625,Ecoscience
3767,-0.4375,-0.625,0.6875,Indigenous Justice
3768,-0.4375,0.0625,0,Ecoscience
3769,-1,-0.5,0.9375,Earth Justice
3770,-0.5625,0.0625,0.25,Earth Justice
3772,-0.3125,-0.1875,0.8125,Earth Justice
3775,-0.1875,-0.125,-0.125,Ecospirituality
3777,0.125,-0.3125,-0.125,Other
3778,0.25,0.25,-0.3125,Science for Humanity
3782,-0.5,-0.0625,0.375,Earth Justice
3785,-0.3125,-0.3125,0,Ecospirituality
3786,-0.0625,-0.3125,-0.125,Ecospirituality
3787,-0.9375,-0.25,0,Ecospirituality
3791,-0.125,-0.1875,0.3125,Indigenous Justice
3811,-0.3125,-0.1875,-0.0625,Ecospirituality
3813,-0.1875,-0.375,-0.25,Ecospirituality
3815,-0.3125,-0.5625,-0.0625,Ecospirituality
3819,-0.5,-0.5,0.8125,Earth Justice
3826,0.0625,-0.4375,0.25,Indigenous Justice
3828,-0.5,-0.25,0.0625,Ecospirituality
3829,-0.9375,-0.9375,0.1875,Ecospirituality
3830,0.25,0.25,0.3125,Science Policy
3831,-0.375,-0.4375,0.75,Indigenous Justice
3836,-0.375,0,0.375,Earth Justice
3838,-0.1875,-0.0625,0.5,Earth Justice
3840,-0.0625,-0.375,0.8125,Indigenous Justice
3841,0,0.0625,-0.0625,Other
3842,-0.8125,-0.25,-0.3125,Small Green Steps
3843,-0.3125,-0.0625,-0.1875,Small Green Steps
3844,-0.125,0.0625,0.5625,Earth Justice
3845,0,0.125,0.0625,Other
3846,-0.3125,-0.0625,0.5625,Earth Justice
3847,-0.4375,0,0.625,Earth Justice
3851,-0.0625,-0.3125,0.25,Indigenous Justice
3852,-0.3125,-0.0625,0.8125,Earth Justice
3854,-0.1875,0,-0.1875,Small Green Steps
3858,-0.375,-0.125,0.4375,Earth Justice
3862,-0.5625,-0.5,-0.0625,Ecospirituality
3871,-0.25,0.4375,0.375,Science Policy
3881,-0.6875,-0.3125,0.0625,Ecospirituality
3882,-0.4375,-0.375,0.25,Ecospirituality
3900,-0.5,0,0.625,Earth Justice
3901,-0.0625,0.4375,0.8125,Science Policy
3921,-0.3125,0.1875,0.1875,Ecoscience
3959,-0.25,0.25,0.8125,Earth Justice
3964,-0.5,0.1875,-0.1875,Ecoscience
3977,-0.3125,0.4375,0.5,Science Policy
3986,-0.5625,0.25,0.1875,Ecoscience
3987,-0.5625,0,0.1875,Earth Justice
3998,0.125,0.25,0.9375,Science Policy
4001,-0.125,0.25,0.8125,Science Policy
4012,-0.5625,-0.25,0.5,Earth Justice
4013,-0.3125,-0.0625,0.625,Earth Justice
4016,-0.625,-0.25,0.125,Ecospirituality
4022,-0.5,-0.25,-0.0625,Ecospirituality
4024,-0.1875,-0.4375,0.75,Indigenous Justice
4025,-0.3125,0.5,-0.0625,Ecoscience
4029,-0.25,-0.5625,0.6875,Indigenous Justice
4035,-0.375,-0.25,0.3125,Earth Justice
4037,-0.25,-0.125,0.9375,Earth Justice
4040,-0.125,0.3125,0.75,Science Policy
4041,-0.1875,0.25,0.8125,Science Policy
4042,-0.4375,-0.0625,0.125,Earth Justice
4043,-0.1875,-0.1875,-0.25,Small Green Steps
4044,-0.4375,0.1875,-0.0625,Ecoscience
4045,-0.3125,-0.25,-0.125,Ecospirituality
4046,-0.4375,-0.4375,-0.125,Ecospirituality
4047,-0.125,0,-0.1875,Small Green Steps
4048,-0.25,-0.4375,0.4375,Indigenous Justice
4049,-0.0625,-0.375,0.875,Indigenous Justice
4050,-0.25,0.3125,0.75,Science Policy
4051,0.25,0.3125,0.8125,Science Policy
4052,-0.5,-0.375,-0.25,Ecospirituality
4053,-0.4375,0.375,0.375,Ecoscience
4054,-0.5625,-0.125,0.5625,Earth Justice
4055,-0.3125,-0.25,-0.125,Ecospirituality
4056,0,-0.125,0.25,Indigenous Justice
4057,0.125,-0.3125,-0.1875,Other
4058,-0.625,-0.625,0,Ecospirituality
4059,0.1875,-0.25,-0.0625,Other
4060,-0.375,0.1875,0.625,Earth Justice
4061,-0.25,0.1875,0,Ecoscience
4062,-0.3125,0.1875,0.25,Earth Justice
4063,-0.4375,-0.375,-0.625,Small Green Steps
4064,-0.125,-0.125,-0.25,Small Green Steps
4065,-0.0625,-0.3125,-0.375,Small Green Steps
4066,-0.375,-0.1875,0.0625,Ecospirituality
4067,0,-0.125,-0.1875,Other
4068,-0.6875,-0.5625,0.9375,Earth Justice
4069,-0.3125,0.1875,0.1875,Ecoscience
4070,-0.625,-0.5625,0.5,Ecospirituality
4071,-0.125,-0.25,0.625,Indigenous Justice
4073,-0.375,-0.1875,0.5625,Earth Justice
4074,-0.375,-0.0625,-0.5,Small Green Steps
4075,-0.75,-0.125,-0.3125,Small Green Steps
4076,-0.375,-0.125,0.1875,Earth Justice
4077,0,0.5,0.4375,Science Policy
4079,-0.0625,-0.25,-0.3125,Small Green Steps
4090,-0.3125,-0.3125,0.375,Earth Justice
4097,-0.1875,0.375,-0.5,Small Green Steps
4099,-0.25,0.0625,0.5,Earth Justice
4114,-0.375,-0.1875,0.5625,Earth Justice
4121,0.5625,0.25,-0.125,Science for Humanity
4143,-0.5625,-0.5625,-0.125,Ecospirituality
4148,-0.375,-0.375,-0.0625,Ecospirituality
4149,0.125,0,0.1875,Other
4151,-0.625,-0.625,-0.4375,Ecospirituality
4174,-0.4375,-0.875,0.6875,Indigenous Justice
4177,-0.125,0,-0.25,Small Green Steps
4178,-0.8125,0.4375,0.4375,Ecoscience
4180,0,-0.4375,0.3125,Indigenous Justice
4183,-0.1875,-0.3125,0.875,Indigenous Justice
4184,-0.375,-0.1875,-0.25,Small Green Steps
4186,-0.125,-0.0625,-0.25,Small Green Steps
4187,-0.1875,0.1875,-0.125,Ecoscience
4188,-0.4375,-0.3125,-0.25,Ecospirituality
4189,0,0.375,0.3125,Science Policy
4190,-0.1875,-0.125,0.1875,Earth Justice
4199,-0.0625,-0.125,-0.1875,Other
4201,-0.0625,0.25,0.4375,Science Policy
4203,0.3125,0.5625,0.3125,Science Policy
4209,-0.375,-0.5,0.25,Ecospirituality
4210,-0.5,0.25,0.25,Ecoscience
4213,0.4375,0.375,0.5625,Science Policy
4219,-0.8125,0.375,0.5,Earth Justice
4225,-0.375,-0.25,0.8125,Earth Justice
4227,-0.5,-0.1875,0.625,Earth Justice
4228,-0.75,0.5,0.125,Ecoscience
4231,-0.25,0.1875,0.25,Earth Justice
4232,-0.375,0.0625,-0.0625,Ecoscience
4234,-0.5,0.3125,0.75,Earth Justice
4235,0.0625,0.5625,0.75,Science Policy
4237,-0.5,0.125,0.875,Earth Justice
4238,-0.375,0.0625,0.4375,Earth Justice
4240,0.125,0,0.125,Other
4242,-0.3125,0.0625,0.5625,Earth Justice
4243,0.1875,0.5625,0.1875,Science Policy
4245,0.0625,0.0625,0.5625,Science Policy
4250,-0.5,0.1875,0.25,Earth Justice
4252,0,0,-0.25,Other
4253,-0.0625,0,0.0625,Other
4256,0,-0.1875,0.1875,Indigenous Justice
4261,-0.375,0.0625,0.1875,Earth Justice
4265,-0.625,-0.25,0.1875,Ecospirituality
4266,-0.6875,0.125,0.25,Earth Justice
4272,0.0625,0.0625,0.5,Science Policy
4273,-0.25,-0.25,0.1875,Ecospirituality
4277,0.125,-0.0625,0.1875,Other
4282,0.1875,-0.0625,-0.1875,Other
4291,0.1875,0.1875,-0.125,Science for Humanity
4292,-0.4375,-0.0625,-0.25,Small Green Steps
4293,-0.5625,-0.0625,0.5625,Earth Justice
4296,0.125,0,0.25,Other
4298,-0.1875,-0.1875,1,Earth Justice
4300,-0.5,0,0.125,Earth Justice
4315,-0.75,-0.0625,0.25,Earth Justice
4325,-0.5,-0.0625,-0.25,Small Green Steps
4327,-0.0625,-0.3125,-0.125,Ecospirituality
4329,0.0625,0,0.1875,Other
4330,-0.75,0.0625,0.6875,Earth Justice
4331,-0.0625,-0.5,0.625,Indigenous Justice
4332,0.1875,0,-0.0625,Other
4334,-0.25,0.4375,0.8125,Science Policy
4336,-0.125,-0.25,-0.0625,Ecospirituality
4337,-0.125,-0.25,-0.0625,Ecospirituality
4339,-0.5,0.0625,-0.125,Small Green Steps
4340,-0.5625,-0.1875,-0.3125,Small Green Steps
4342,-0.1875,0.125,-0.125,Ecoscience
4345,-0.1875,0.125,-0.125,Ecoscience
4347,-0.75,-0.4375,0.375,Ecospirituality
4348,-0.3125,-0.125,-0.1875,Small Green Steps
4350,0.0625,0.25,0.5,Science Policy
4352,0.125,0.3125,0.375,Science Policy
4353,-0.6875,-0.6875,0.5,Ecospirituality
4354,-0.375,0.125,-0.375,Small Green Steps
4357,0,0,-0.3125,Small Green Steps
4358,-0.3125,0,-0.1875,Small Green Steps
4360,0.0625,-0.0625,0.125,Other
4361,-0.25,-0.3125,-0.0625,Ecospirituality
4362,-0.25,-0.125,0.25,Earth Justice
4363,-0.375,-0.25,0.5,Earth Justice
4367,-0.1875,-0.0625,0.125,Earth Justice
4369,0,0.75,-0.25,Ecoscience
4375,-0.125,0.125,-0.3125,Small Green Steps
4376,-0.3125,0,0.6875,Earth Justice
4378,0.125,0.6875,0.625,Science Policy
4379,0.5,-0.1875,0.375,Indigenous Justice
4380,0.3125,-0.25,0.6875,Indigenous Justice
4381,-0.5625,0.5625,0.1875,Ecoscience
4382,0.5,0.25,0.125,Science for Humanity
4383,-0.1875,-0.6875,0.75,Indigenous Justice
4384,0.125,0.6875,0.6875,Science Policy
4386,0.375,0.125,0.6875,Science Policy
4387,-0.3125,0.25,0.1875,Ecoscience
4388,-0.375,-0.125,-0.3125,Small Green Steps
4391,-0.0625,-0.1875,0.3125,Indigenous Justice
4392,-0.125,0.125,0.5625,Earth Justice
4393,-0.375,0.125,0.4375,Earth Justice
4395,0.375,0.25,-0.1875,Science for Humanity
4396,-0.375,-0.0625,-0.3125,Small Green Steps
4398,-0.625,0.125,0.5625,Earth Justice
4400,-0.1875,-0.25,0.3125,Indigenous Justice
4401,0.125,-0.3125,0.4375,Indigenous Justice
4402,-0.625,-0.5,0.6875,Earth Justice
4404,-0.5625,0,0.8125,Earth Justice
4405,0.125,-0.0625,0.25,Indigenous Justice
4406,-0.4375,-0.125,0.25,Earth Justice
4408,-0.1875,0.0625,-0.375,Small Green Steps
4413,-0.5,-0.1875,0.875,Earth Justice
4416,-0.1875,-0.25,0.375,Indigenous Justice
4418,-0.1875,0.125,0.1875,Earth Justice
4420,-0.25,-0.75,0.5,Indigenous Justice
4421,-0.25,0.1875,0.0625,Ecoscience
4426,-0.3125,-0.125,-0.4375,Small Green Steps
4429,0.3125,0.5625,1,Science Policy
4430,-0.4375,-0.25,0.25,Ecospirituality
4433,-0.0625,-0.0625,-0.0625,Other
4436,-0.3125,0.1875,0,Ecoscience
4437,-0.3125,0.0625,0.25,Earth Justice
4440,-0.375,-0.25,0.3125,Earth Justice
4446,0.125,0,0.3125,Indigenous Justice
